,template,template_id,members_num
131,"<IMMacNotificationCenterManager: <*> Updating enabled: YES (Topics: ( ""com.apple.private.alloy.icloudpairing"", ""com.apple.private.alloy.continuity.encryption"", ""com.apple.private.alloy.continuity.activity"", ""com.apple.ess"", ""com.apple.private.ids"", ""com.apple.private.alloy.phonecontinuity"", ""com.apple.madrid"", ""com.apple.private.ac"", ""com.apple.private.alloy.phone.auth"", ""com.apple.private.alloy.keychainsync"", ""com.apple.private.alloy.fmf"", ""com.apple.private.alloy.sms"", ""com.apple.private.alloy.screensharing"", ""com.apple.private.alloy.maps"", ""com.apple.private.alloy.thumper.keys"", ""com.apple.private.alloy.continuity.tethering"" ))",Event131,1
132,<*> <*> ksfetch[ <*> [ lvl=2] main() Fetcher received a request: <NSMutableURLRequest: <*> { URL: <*> },Event132,1
133,<*> <*> GoogleSoftwareUpdateAgent[ <*> [ lvl=2] -[ KSPrefetchAction0 performAction] KSPrefetchAction1 no updates to prefetch.,Event133,1
134,<IMMacNotificationCenterManager: <*> notification observer: com.apple.FaceTime notification: __CFNotification <*> {name = _NSDoNotDisturbEnabledNotification},Event134,1
135,CCProfileMonitor::freeResources done,Event135,1
136,<IMMacNotificationCenterManager: <*> DND Enabled: NO,Event136,2
137,Daemon connection invalidated!,Event137,1
138,"CCFile::copyFile fileName is [ <*> <*> <*> -AirPortBrcm4360_Logs-025.txt,0 source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[ <*> <*> <*> -AirPortBrcm4360_Logs-025.txt,1 dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[ <*> <*> <*> =AuthFail:sts:5_rsn:0/DriverLogs//[ <*> <*> <*> -AirPortBrcm4360_Logs-025.txt",Event138,1
139,doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[ <*> <*> <*> - AssocFail:sts:5_rsn:0.xml,Event139,1
140,hibernate_machine_init: state <*> image pages <*> sum was <*> imageSize <*> image1Size <*> conflictCount <*> nextFree <*>,Event140,1
141,hibernate_rebuild completed - took <*> msecs,Event141,1
142,AppleActuatorDevice::stop Entered,Event142,1
143,AppleActuatorDevice::start Entered,Event143,1
144,hibernate_page_list_setall found pageCount <*>,Event144,2
145,<*> HID] <*> MT] AppleMultitouchDevice::willTerminate entered,Event145,3
146,CCFile::captureLog Received Capture notice id: <*> reason = RoamFail:sts:1_rsn:1,Event146,1
147,en0: manual intervention required!,Event147,1
148,<*> <*> GoogleSoftwareUpdateAgent[ <*> [ lvl=2] -[ KSOutOfProcessFetcher0 beginFetchWithDelegate:] KSOutOfProcessFetcher1 fetching from URL: <*>,Event148,1
149,"CCLogTap::profileRemoved, Owner: com.apple.iokit.IO80211Family, Name: IO80211AWDLPeerManager",Event149,2
150,<IMMacNotificationCenterManager: <*> Updating enabled: NO (Topics: ( )),Event150,1
151,device_generate_lock_screen_screenshot: authw <*> <*> <*> <*> <*> shield <*> dev [ <*> <*> ,Event151,3
152,ARPT: <*> wl0: setup_keepalive: Local IP: <*>,Event152,4
153,ARPT: <*> wl0: MDNS: IPV4 Addr: <*>,Event153,4
154,com.apple.Addres(36227) deny network-outbound /private/var/run/mDNSResponder,Event154,1
155,<*> <*> <<<< CRABS >>>> crabsFlumeHostAvailable: <*> <*> Byte flume reports host available again.,Event155,3
156,"setting hostname to ""calvisitor-10-105-163-9.calvisitor.1918.berkeley.edu""",Event156,1
157,Unexpected payload found for message <*> dataLen <*>,Event157,2
158,"arp_client_transmit(en0) failed, Network is down <*>",Event158,1
159,en0: <*> country code set to 'X3'.,Event159,3
160,[ 0705/190016:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,Event160,1
161,Sandbox: com.apple.Addres(36325) deny(1) network-outbound /private/var/run/mDNSResponder,Event161,1
162,"booter start at <*> <*> smc <*> ms,0 [ <*> <*> <*> total <*> ms,1 dsply <*> <*> ms,2 tramp <*> <*>",Event162,1
163,hostControllerOnline - Number <*> Paired0 devices0 <*> <*> List <*> Paired1 devices1 <*> ( <*> ),Event163,1
164,com.apple.Addres(36332) deny network-outbound /private/var/run/mDNSResponder,Event164,1
165,"hibernate_newruntime_map time: <*> ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled <*>",Event165,2
166,[ BluetoothHIDDeviceController] EventServiceConnectedCallback,Event166,2
167,could discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,Event167,2
168,bitmap_size <*> previewSize <*> writing <*> pages @ <*>,Event168,2
169,****0 <*> BroadcomBluetoothHostController] <*> SetupController] -- Delay HCI Reset by <*> ****1,Event169,1
170,AppleActuatorDeviceUserClient::start Entered,Event170,1
171,IOHibernatePollerOpen(0),Event171,2
172,assertion failed: <*> com.apple.telemetry + <*> [ <*> : <*>,Event172,3
173,<*> <*> ksfetch[ <*> [ lvl=2] main() Fetcher is exiting.,Event173,1
174,"<*> <*> GoogleSoftwareUpdateAgent[ <*> [ lvl=2] -[ KSUpdateEngine0 updateAllExceptProduct:] KSUpdateEngine1 updating all installed products, except:'com.google.Keystone'.",Event174,2
175,[ 0706/011106:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,Event175,1
176,"Google Chrome He[ <*> triggered unnest <*> range <*> <*> DYLD shared region in VM map <*> While not abnormal for debuggers, this increases system memory footprint until the target exits.",Event176,1
177,com.apple.Addres(36461) deny network-outbound /private/var/run/mDNSResponder,Event177,2
178,Peripheral manager is not powered on,Event178,3
179,WARNING: hibernate_page_list_setall skipped <*> xpmapped pages,Event179,2
180,BuildActDeviceEntry enter,Event180,2
181,com.apple.Addres(36491) deny network-outbound /private/var/run/mDNSResponder,Event181,1
182,hibernate_alloc_pages act <*> inact <*> anon <*> throt <*> spec <*> wire <*> wireinit <*>,Event182,2
183,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[ DriverServices getDeviceAddress:] line: <*>,Event183,4
184,hibernate_page_list_setall(preflight <*> start,Event184,1
185,hibernate_page_list_setall time: <*> ms,Event185,1
186,IOPolledFilePollersOpen(0) <*> ms,Event186,1
187,polled file major <*> minor <*> blocksize <*> pollers <*>,Event187,3
188,hibernate_teardown completed - discarded <*>,Event188,1
189,AppleActuatorDeviceUserClient::stop Entered,Event189,1
190,pages <*> wire <*> act <*> inact <*> cleaned <*> spec <*> zf <*> throt <*> compr <*> xpmapped <*>,Event190,4
191,"Opened file /var/vm/sleepimage, size <*> extents <*> maxio <*> ssd <*>",Event191,1
192,[ IOBluetoothHostController::setConfigState] calling registerService,Event192,1
193,AppleActuatorHIDEventDriver: stop,Event193,2
194,<*> HID] <*> MT] AppleMultitouchDevice::start entered,Event194,1
195,"[ CardDAVPlugin-ERROR] -getPrincipalInfo:[ _controller supportsRequestCompressionAtURL:https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/] Error Domain=NSURLErrorDomain <*> ""The0 Internet0 connection0 appears0 <*> <*> offline.""0 UserInfo={NSUnderlyingError=0x7f8de0c0dc70 {Error Domain=kCFErrorDomainCFNetwork <*> ""The1 Internet1 connection1 appears1 <*> <*> offline.""1 UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/,0 _kCFStreamErrorCodeKey=8,0 _kCFStreamErrorDomainKey=12,0 NSLocalizedDescription=The0 Internet2 connection2 appears2 <*> <*> offline.}}, NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/,1 _kCFStreamErrorDomainKey=12,1 _kCFStreamErrorCodeKey=8,1 NSLocalizedDescription=The1 Internet3 connection3 appears3 <*> <*> offline.}",Event195,1
196,"[ Accounts] Failed to update account with identifier <*> error: Error Domain=ABAddressBookErrorDomain <*> ""(null)""",Event196,2
197,Got an XPC error: Connection invalid,Event197,1
198,-[ SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier com.apple.LSSharedFileList.RecentApplications,Event198,1
199,<*> <*> ksfetch[ <*> [ lvl=2] main() ksfetch fetching URL (<NSMutableURLRequest: <*> { URL: <*> }) to <*>,Event199,2
200,<*> <*> GoogleSoftwareUpdateAgent[ <*> [ lvl=2] -[ KSMultiUpdateAction performAction] KSPromptAction had no updates to apply.,Event200,1
201,no sleep images for WillPowerOffWithImages,Event201,1
202,after trim url = https://www.google.com/_/chrome/newtab?rlz=1C5CHFA_enHK732HK732&espv=2&ie=UTF-8,Event202,1
203,"ChromeExistion main strSendMsg = {""websitekey"":false, ""commandkey"":true, ""browserkey"":true}",Event203,1
204,ChromeExistion main isUndetectWithCommand = <*>,Event204,2
205,url host = www.baidu.com,Event205,1
206,the url = http://baike.baidu.com/item/%E8%93%9D%E9%87%87%E5%92%8C/462624?fr=aladdin,Event206,1
207,<*> : Purged contact hashes,Event207,2
208,network changed: DNS* Proxy,Event208,3
209,com.apple.Addres(36919) deny network-outbound /private/var/run/mDNSResponder,Event209,1
210,network changed: <*> DNS- Proxy-,Event210,2
211,ARPT: <*> AQM agg results <*> len hi/lo: <*> <*> BAbitmap(0-3) <*> <*> <*> <*>,Event211,7
212,[ 0706/120312:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,Event212,1
213,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <*>,Event213,11
214,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [ <*> Network is down,Event214,3
215,hibernate_rebuild started,Event215,1
216,INIT -- Host controller is published,Event216,2
217,Sandbox: com.apple.Addres(37034) deny(1) network-outbound /private/var/run/mDNSResponder,Event217,1
218,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,Event218,13
219,PM response took <*> ms <*> powerd),Event219,9
220,en0: channel changed to <*> <*>,Event220,6
