,template,template_id,members_num
65,Accepted password for fztu from <*> port <*> ssh2,Event65,1
66,pam_unix(sshd: session): session opened for user fztu by (uid= <*>,Event66,1
67,Received disconnect from <*> <*> disconnected by user,Event67,1
68,pam_unix(sshd: session): session closed for user fztu,Event68,1
69,Invalid user <*> from <*>,Event69,22
70,Failed <*> for invalid user <*> from <*> port <*> ssh2,Event70,18
71,Did not receive identification string from <*>,Event71,10
72,Disconnecting: Too many authentication failures for <*> [preauth],Event72,3
73,PAM <*> more authentication failures; logname= uid= <*> euid= <*> tty= ssh ruser= rhost= <*>,Event73,6
74,PAM service(sshd) ignoring max retries; <*> > <*>,Event74,7
75,Invalid user matlab from <*>,Event75,3
76,input_userauth_request: invalid user matlab [preauth],Event76,3
77,Invalid user inspur from <*>,Event77,1
78,input_userauth_request: invalid user inspur [preauth],Event78,1
79,input_userauth_request: invalid user zhangyan [preauth],Event79,1
80,input_userauth_request: invalid user dff [preauth],Event80,1
81,Invalid user cheng from <*>,Event81,1
82,input_userauth_request: invalid user cheng [preauth],Event82,1
83,Invalid user oracle from <*>,Event83,6
84,input_userauth_request: invalid user oracle [preauth],Event84,6
85,Invalid user ubuntu from <*>,Event85,2
86,input_userauth_request: invalid user ubuntu [preauth],Event86,2
87,Invalid user boot from <*>,Event87,1
88,input_userauth_request: invalid user boot [preauth],Event88,1
89,Invalid user sandeep from <*>,Event89,1
90,input_userauth_request: invalid user sandeep [preauth],Event90,1
91,Connection closed by <*> [preauth],Event91,34
92,Invalid user support from <*>,Event92,6
93,input_userauth_request: invalid user support [preauth],Event93,6
94,fatal: Write failed: Connection reset by peer [preauth],Event94,1
95,input_userauth_request: invalid user <*> [preauth],Event95,22
96,Invalid user anonymous from <*>,Event96,1
97,input_userauth_request: invalid user anonymous [preauth],Event97,1
98,Invalid user ubnt from <*>,Event98,2
99,input_userauth_request: invalid user ubnt [preauth],Event99,1
100,Invalid user admin from <*>,Event100,21
101,input_userauth_request: invalid user admin [preauth],Event101,21
102,Invalid user cisco from <*>,Event102,2
103,input_userauth_request: invalid user cisco [preauth],Event103,2
104,Invalid user test from <*>,Event104,4
105,input_userauth_request: invalid user test [preauth],Event105,4
106,Invalid user guest from <*>,Event106,3
107,input_userauth_request: invalid user guest [preauth],Event107,3
108,Failed password for invalid user <*> from <*> port <*> ssh2,Event108,117
109,error: Received disconnect from <*> <*> No more user authentication methods available. [preauth],Event109,45
110,Invalid user0 user1 from <*>,Event110,4
111,input_userauth_request: invalid user0 user1 [preauth],Event111,4
112,pam_unix(sshd: auth): check pass; user unknown,Event112,135
113,pam_unix(sshd: auth): authentication failure; logname= uid= <*> euid= <*> tty= ssh ruser= rhost= <*>,Event113,110
114,Failed password for <*> from <*> port <*> ssh2,Event114,383
115,Received disconnect from <*> <*> Bye0 Bye1 [preauth],Event115,413
116,pam_unix(sshd: auth): authentication failure; logname= uid= <*> euid= <*> tty= ssh ruser= rhost= <*> user= <*>,Event116,384
117,Failed password for invalid user0 user1 from <*> port <*> ssh2,Event117,4
