,template,template_id,members_num
143,RRD_update <*> <*> illegal attempt to update0 using time0 <*> when last update1 time1 is <*> (minimum one second step),Event143,10
144,unable to qualify my own domain name0 <*> -- using short name1,Event144,10
145,session closed for user root,Event145,24
146,"<*> from= root, size= <*> class= <*> nrcpts= <*> msgid= <*> relay= #7#@localhost",Event146,10
147,"<*> to= root, ctladdr= root <*> delay= <*> <*> <*> xdelay= <*> <*> <*> mailer= relay, pri= <*> relay= <*> <*> dsn= <*> stat= Deferred: Connection refused by <*>",Event147,10
148,Local disconnected: Connection closed.,Event148,3
149,connection lost: 'Connection closed.',Event149,3
150,"Device: /dev/sda, Temperature changed <*> Celsius0 to <*> Celsius1 since last report",Event150,1
151,[ib_sm_sweep.c: <*> ********************** NEW SWEEP ********************,Event151,62
152,[ib_sm_sweep.c: <*> No topology change,Event152,62
153,[ib_sm_sweep.c: <*> No configuration change required,Event153,62
154,data_thread() got not answer from any <*> datasource,Event154,819
155,synchronized to <*> stratum <*>,Event155,568
