,template,template_id,members_num
37,Extract jar: file: /D: /hadoop-2.6.0-localbox/share/hadoop/yarn/hadoop-yarn-common-2.6.0-SNAPSHOT.jar!/webapps/mapreduce to C: \Users\msrabi\AppData\Local\Temp\Jetty_0_0_0_0_62267_mapreduce____.8n7xum\webapp,Event37,1
38,Started HttpServer2$SelectChannelConnectorWithSafeStartup@0.0.0.0: <*>,Event38,1
39,Web app /mapreduce started at <*>,Event39,1
40,Registered webapp guice modules,Event40,1
41,Using callQueue class java.util.concurrent.LinkedBlockingQueue,Event41,2
42,JOB_CREATE <*>,Event42,1
43,nodeBlacklistingEnabled: true,Event43,1
44,maxTaskFailuresPerNode is <*>,Event44,1
45,blacklistDisablePercent is <*>,Event45,1
46,Starting Socket Reader <*> for port <*>,Event46,2
47,IPC Server listener on <*> starting,Event47,2
48,IPC Server Responder: starting,Event48,2
49,Connecting to ResourceManager at <*> <*>,Event49,1
50,maxContainerCapability: <memory: <*> vCores: <*>,Event50,1
51,queue: default,Event51,1
52,Upper limit on the thread pool size is <*>,Event52,1
53,yarn.client.max-cached-nodemanagers-proxies : <*>,Event53,1
54,<*> Transitioned from INITED to SETUP,Event54,1
55,Processing the event EventType: JOB_SETUP,Event55,1
56,<*> Transitioned from SETUP to RUNNING,Event56,1
57,<*> Task Transitioned from NEW to SCHEDULED,Event57,11
58,mapResourceRequest: <memory: <*> vCores: <*>,Event58,1
59,Event Writer setup for JobId: <*> File: hdfs: //msra-sa-41: <*>,Event59,1
60,reduceResourceRequest: <memory: <*> vCores: <*>,Event60,1
61,Resolved 04DN8IQ.fareast.corp.microsoft.com to /default-rack,Event61,2
62,The job-jar file on the remote FS is hdfs: //msra-sa-41: 9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job.jar,Event62,1
63,The job-conf file on the remote FS is /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job.xml,Event63,1
64,Adding <*> tokens and <*> secret keys for0 NM use for1 launching container,Event64,1
65,Size of containertokens_dob is <*>,Event65,1
66,Putting shuffle token in serviceData,Event66,1
67,Opening proxy : 04DN8IQ.fareast.corp.microsoft.com: <*>,Event67,1
68,Resolved MININT-FNANLI5.fareast.corp.microsoft.com to /default-rack,Event68,4
69,Assigned container <*> to <*>,Event69,10
70,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,Event70,10
71,Launching <*>,Event71,10
72,Opening proxy : MSRA-SA-39.fareast.corp.microsoft.com: <*>,Event72,2
73,Shuffle port returned by ContainerManager for <*> : <*>,Event73,10
74,TaskAttempt: <*> using containerId: <*> on NM: <*> <*>,Event74,10
75,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING,Event75,10
76,ATTEMPT_START <*>,Event76,10
77,<*> Task Transitioned from SCHEDULED to RUNNING,Event77,10
78,Got allocated containers <*>,Event78,10
79,"Cannot assign container0 Container: [ContainerId: <*> NodeId: MSRA-SA-39.fareast.corp.microsoft.com:0 <*> NodeHttpAddress: MSRA-SA-39.fareast.corp.microsoft.com:1 <*> Resource: <memory:0 <*> vCores:0 <*> Priority: <*> Token: Token { kind: ContainerToken, service: <*> <*> }, ] for a map0 as either container1 memory less than required <memory:1 <*> vCores:1 <*> or no pending map1 tasks - maps.isEmpty= true",Event79,1
80,Container complete event for unknown container id <*>,Event80,1
81,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Event81,130
82,Auth successful for <*> (auth: SIMPLE),Event82,10
83,JVM with ID : <*> asked for a task,Event83,10
84,JVM with ID: <*> given task: <*>,Event84,10
85,Done acknowledgement from <*>,Event85,1
86,Opening proxy : MSRA-SA-41.fareast.corp.microsoft.com: <*>,Event86,6
87,<*> TaskAttempt Transitioned from SUCCESS_CONTAINER_CLEANUP to SUCCEEDED,Event87,1
88,Task succeeded with attempt <*>,Event88,1
89,<*> Task Transitioned from RUNNING to SUCCEEDED,Event89,1
90,Num completed Tasks: <*>,Event90,1
91,"Recalculating schedule, headroom= <memory: <*> vCores: <*>",Event91,131
92,Reduce slow start threshold reached. Scheduling reduces.,Event92,1
93,All maps assigned. Ramping up all remaining reduces: <*>,Event93,1
94,DefaultSpeculator.addSpeculativeAttempt -- we are speculating <*>,Event94,1
95,We launched <*> speculations. Sleeping <*> milliseconds.,Event95,1
96,Scheduling a redundant attempt for task <*>,Event96,1
97,getResources() for <*> ask= <*> release= <*> newContainers= <*> finishedContainers= <*> resourcelimit= <memory: <*> vCores: <*> knownNMs= <*>,Event97,12
98,Received completed container <*>,Event98,2
99,Diagnostics report from <*> Container killed by the ApplicationMaster.,Event99,1
100,Slow ReadProcessor read fields took <*> (threshold= <*> ack: seqno: <*> status:0 SUCCESS status:1 ERROR downstreamAckTimeNanos: <*> targets: <*> <*> <*> <*>,Event100,1
101,DFSOutputStream ResponseProcessor exception for block <*> <*>,Event101,1
102,Error Recovery for block <*> <*> in pipeline <*> <*> <*> <*> bad datanode <*> <*>,Event102,1
103,DataStreamer Exception,Event103,1
104,Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@7317849d,Event104,1
105,"Thread Thread[eventHandlingThread,5,main] threw an Exception.",Event105,1
106,Progress of TaskAttempt <*> is : <*>,Event106,289
107,Task: <*> - exited : java.net.NoRouteToHostException:0 <*> Route <*> Host from MININT-FNANLI5/127.0.0.1 <*> msra-sa-41: <*> failed on socket timeout exception: java.net.NoRouteToHostException:1 <*> route <*> host: no further information; For more details see: http: //wiki.apache.org/hadoop/NoRouteToHost,Event107,2
108,Diagnostics report from0 <*> Error: java.net.NoRouteToHostException:0 <*> Route <*> Host from1 MININT-FNANLI5/127.0.0.1 <*> msra-sa-41: <*> failed on socket timeout exception: java.net.NoRouteToHostException:1 <*> route <*> host: no further information; For more details see: http: //wiki.apache.org/hadoop/NoRouteToHost,Event108,4
109,<*> TaskAttempt Transitioned from RUNNING to <*>,Event109,3
110,Processing the event EventType: <*> for container <*> taskAttempt <*>,Event110,13
111,KILLING <*>,Event111,3
112,Opening proxy : MININT-FNANLI5.fareast.corp.microsoft.com: <*>,Event112,4
113,<*> TaskAttempt Transitioned from FAIL_CONTAINER_CLEANUP to FAIL_TASK_CLEANUP,Event113,2
114,Processing the event EventType: TASK_ABORT,Event114,2
115,Task cleanup failed for attempt <*>,Event115,2
116,<*> TaskAttempt Transitioned from FAIL_TASK_CLEANUP to FAILED,Event116,2
117,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,Event117,15
118,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,Event118,18
119,<*> TaskAttempt Transitioned from NEW to UNASSIGNED,Event119,14
120,<*> failures on node MININT-FNANLI5.fareast.corp.microsoft.com,Event120,2
121,Added <*> to list of failed maps,Event121,2
122,<*> Scheduling: PendingReds: <*> ScheduledMaps: <*> ScheduledReds: <*> AssignedMaps: <*> AssignedReds: <*> CompletedMaps: <*> CompletedReds: <*> ContAlloc: <*> ContRel: <*> HostLocal: <*> RackLocal: <*>,Event122,17
123,Failed to renew lease for0 [DFSClient_NONMAPREDUCE_1537864556_1] for1 <*> seconds. Will retry shortly ...,Event123,326
124,Retrying connect to server: msra-sa-41: <*> Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries= <*> sleepTime= <*> MILLISECONDS),Event124,146
125,ERROR IN CONTACTING RM.,Event125,147
126,Address change detected. Old: <*> <*> New: msra-sa-41: <*>,Event126,476
