,template,template_id,members_num
23,flingToHeight: vel= <*> expand= <*> target= <*> collapseSpeedUpFactor= <*> expandBecauseOfFalsing= false,Event23,2
24,onExpandingFinished,Event24,2
25,Sending non-protected broadcast com.android.systemui.statusbar.visible.change from system <*> com.android.systemui/u0a37 pkg com.android.systemui,Event25,2
26,registerCallback not in UI.,Event26,3
27,android.util.AndroidRuntimeException: Must execute in UI,Event27,3
28,*** <*> callback for <*>,Event28,3
29,"Start dump, calling from : pid= <*> uid= <*>",Event29,1
30,<*> lock= <*> <*> <*> tag= <*> name= <*> ws= <*> uid= <*> pid= <*>,Event30,3
31,setWiredDeviceConnectionState type: <*> state: <*>,Event31,2
32,isBluetoothA2dpOn...,Event32,1
33,isBluetoothScoOn...,Event33,1
34,getDevicesForStream streamType: <*>,Event34,2
35,getLastAudibleStreamVolume treamType: <*>,Event35,9
36,getMode...,Event36,1
37,setSpeakerphoneOn on: true,Event37,2
38,Killing <*> com.android.calendar/u0a13 ( adj <*> : empty for <*>,Event38,1
39,remove( <*> <*> <*> broadcastIntent}}) changed bounds; rebatching,Event39,2
40,Unable to start service Intent { act= com.tencent.android.tpush.action.keepalive cmp= com.qqgame.hlddz/com.tencent.android.tpush.service.XGPushService } U= <*> not found,Event40,1
41,"<*> lock= <*> <*> <*> tag= ""RILJ_ACK_WL"", name= <*> ws= null, uid= <*> pid= <*>",Event41,8
42,getNeighboringCellInfo calling app is com.amap.android.ams,Event42,5
43,unregisterAudioFocusListener...,Event43,1
44,abandonAudioFocus,Event44,1
45,[HSM] stayAwake false uid: <*> pid: <*>,Event45,1
46,Pid: <*> MediaPlayer destructor,Event46,1
47,Process com.tencent.mobileqq: qzone ( pid <*> has died,Event47,1
48,Scheduling restart of crashed service com.tencent.mobileqq/cooperation.qzone.remote.logic.QzoneWebPluginProxyService in <*>,Event48,1
49,"new Process app= ProcessRecord{6eaaf00 <*> com.tencent.mobileqq:0 qzone/u0a111}, name: com.tencent.mobileqq:1 qzone, euid: <*>",Event49,1
50,Start proc <*> com.tencent.mobileqq: <*> for service com.tencent.mobileqq/cooperation.qzone.remote.logic.QzoneWebPluginProxyService,Event50,1
51,interceptKeyTq keycode= <*> interactive= <*> keyguardActive= false0 policyFlags= <*> down <*> canceled <*>,Event51,14
52,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested= false,Event52,6
53,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount= <*>,Event53,6
54,cleanUpApplicationRecord -- <*>,Event54,6
55,"cleanUpApplicationRecordLocked, pid: <*> restart: false",Event55,6
56,"cleanUpApplicationRecordLocked, reset pid: <*> euid: <*>",Event56,6
57,shouldBlockLocation ret: false,Event57,33
58,enqueueNotificationInternal: pkg= com.tencent.mobileqq id= <*> notification= Notification( pri= <*> contentView= null0 vibrate= <*> sound= null1 tick defaults= <*> flags= <*> color= <*> vis= PRIVATE) ,Event58,1
59,"ActivityManagerService, attachApplication, callingPid = <*>",Event59,4
60,"ACTIVITY check resid: com.example.android.notepad, size= <*>",Event60,2
61,rotationForOrientationLw( orient= <*> last= <*> ; user= <*> USER_ROTATION_LOCKED,Event61,3
62,Application requested orientation <*> got rotation <*> which has compatible metrics,Event62,3
63,START <*> {act= android.intent.action.MAIN cat= [android.intent.category.LAUNCHER] flg= <*> cmp= <*> bnds= <*> <*> <*> from uid <*> on display <*>,Event63,2
64,"cancelNotification, cancelNotificationLocked, callingUid <*> <*> callingPid <*> <*>",Event64,2
65,"cancelNotificationLocked called, tell the app, reason = <*>",Event65,2
66,cancelNotificationLocked: 0|com.tencent.mobileqq|121|null|10111,Event66,2
67,"cancelNotificationLocked, remove = com.tencent.mobileqq",Event67,2
68,removeNotification: 0|com.tencent.mobileqq|121|null|10111,Event68,2
69,"cancelNotificationWithTag pid <*> uid <*> <*> tag <*> null, pkg <*> com.tencent.mobileqq, id <*> <*>",Event69,20
70,getCellLocation is blocked by permission manager uid: <*> pid: <*>,Event70,1
71,shouldBlockLocation running ...,Event71,37
72,shouldBlockLocation ret: true,Event72,4
73,getAllCellInfo is blocked by permission manager . callingPackage = com.tencent.mobileqq,Event73,3
74,isMusicActive...,Event74,12
75,Received TIME_TICK alarm; rescheduling,Event75,3
76,scheduleTimeTickEvent triggerAtTime = <*>,Event76,3
77,handleTimeUpdate,Event77,3
78,isWiredHeadsetOn...,Event78,1
79,setDataSource( <*> <*> <*> ,Event79,1
80,getStreamVolume treamType: <*>,Event80,1
81,Destroying surface Surface( name= PopupWindow: <*> called by com.android.server.wm.WindowStateAnimator.destroySurface: <*> com.android.server.wm.WindowStateAnimator.destroySurfaceLocked: <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,Event81,14
82,"updateIsPoweredLocked: wasPowered= false,0 mIsPowered= false,1 oldPlugType= <*> mPlugType= <*> mBatteryLevel= <*>",Event82,1
83,received broadcast <*>,Event83,4
84,ACTION_BATTERY_CHANGED AMP: <*> Volt: <*>,Event84,1
85,updateChargingLocked: charging= false,Event85,1
86,"onReceive, action: android.intent.action.BATTERY_CHANGED",Event86,1
87,ACTION_BATTERY_CHANGED pluggedType: <*>,Event87,1
88,ApStaDisabledState what= <*>,Event88,1
89,DefaultState what= <*>,Event89,1
90,battery changed pluggedType: <*>,Event90,1
91,ChargingSpeed Wattage: <*> ST: <*> --> <*>,Event91,1
92,handleBatteryUpdate,Event92,1
93,RefreshBatteryInfo isBatteryLow: <*>,Event93,2
94,release: lock= <*> flg= <*> tag= <*> name= <*> ws= <*> uid= <*> pid= <*>,Event94,11
95,"interceptKeyBeforeQueueing: key <*> , result : <*>",Event95,14
96,"animateCollapsePanels: flags= <*> force= false,0 delayed= false,1 mExpandedVisible= false",Event96,5
97,setLightsOn( true) ,Event97,181
98,"Taking screenshot from Surface with crop: [Rect( <*> <*> - <*> <*> ], width: <*> height: <*> minLayer: <*> maxLayer: <*> inRotation: [false], rot: <*>",Event98,4
99,The change in focus caused us <*> need <*> do a layout <*>,Event99,12
100,"setSystemUiVisibility vis= <*> mask= <*> oldVal= <*> newVal= <*> diff= <*> fullscreenStackVis= <*> dockedStackVis= <*> fullscreenStackBounds= Rect(0 <*> <*> <*> <*> <*> , dockedStackBounds= Rect(1 <*> <*> <*> <*> <*> ",Event100,200
101,cancelAutohide,Event101,15
102,notifyUiVisibilityChanged: vis= <*> SystemUiVisibility= <*>,Event102,19
103,getRingerMode...,Event103,3
104,"<*> lock= <*> <*> <*> tag= ""*launch*"", name= <*> ws= <*> uid= <*> pid= <*>",Event104,7
105,enqueueNotificationInternal: pkg= com.tencent.mm id= <*> notification= Notification( pri= <*> contentView= null0 vibrate= [] sound= null1 tick defaults= <*> flags= <*> color= <*> category= msg vis= PRIVATE) ,Event105,1
106,enqueueNotificationInternal: n.getKey = <*>,Event106,2
107,"updateLightsLocked, mInCall <*> false, mScreenOn <*> true, ledNotification <*> <*> <*>",Event107,6
108,"updateLightsLocked, turn off notificationLight",Event108,6
109,addNotification key= <*>,Event109,2
110,suspendAutohide,Event110,23
111,Marking notification as seen <*>,Event111,2
112,onNotificationExpansionChanged called,Event112,2
113,Destroying surface Surface( name= <*> called by com.android.server.wm.WindowStateAnimator.destroySurface: <*> com.android.server.wm.WindowStateAnimator.destroySurfaceLocked: <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,Event113,10
114,"sending alarm <*> type <*> when <*> <*> <*> <*> broadcastIntent}}}, repeatInterval <*> <*> listenerTag <*> <*>",Event114,5
115,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Event115,33
116,userActivityNoUpdateLocked: eventTime= <*> event= <*> flags= <*> uid= <*>,Event116,69
117,"onInterceptTouchEvent MotionEvent { action= <*> actionButton= <*> id[0]= <*> x[0]= <*> y[0]= <*> toolType[0]= TOOL_TYPE_FINGER, buttonState= <*> metaState= <*> flags= <*> edgeFlags= <*> pointerCount= <*> historySize= <*> eventTime= <*> downTime= <*> deviceId= <*> source= <*> }, mBlockTouches= false",Event117,4
118,playSoundEffect effectType: <*>,Event118,10
119,querySoundEffectsEnabled...,Event119,17
120,animateCollapsePanels: flags= <*> force= <*> delayed= <*> mExpandedVisible= true,Event120,3
121,logNotificationVisibilityChanges runInThread start,Event121,6
122,onNotificationVisibilityChanged called,Event122,6
123,logNotificationVisibilityChanges runInThread over,Event123,6
124,START <*> {flg= <*> cmp= com.tencent.mm/.ui.LauncherUI ( has extras) } from uid <*> on display <*>,Event124,1
125,ActivityRecord info: <*> <*> euid: <*>,Event125,4
126,makeExpandedInvisible: mExpandedVisible= true,Event126,3
127,instantCollapse,Event127,9
128,cancelPeek: false,Event128,20
129,updateNotificationShade: total= <*> active= <*>,Event129,13
130,removeNotificationChildren,Event130,12
131,closeQs,Event131,12
132,startActivity called from non-Activity context; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { flg= <*> cmp= com.tencent.mm/.ui.LauncherUI ( has extras) },Event132,1
133,resumeSuspendedAutohide,Event133,10
134,disable: < expand <*> alerts <*> back home recent clock navigationbar search quick_settings >,Event134,6
135,overlapAmount: <*> previousNotificationEnd: <*> newYTranslation: <*> location: <*> i: <*> getTopPadding: <*> getLocationOnScreen( ) : <*>,Event135,13
136,state.clipTopAmount: <*> i: <*>,Event136,13
137,updateDimmedActivatedHideSensitive overlap: true,Event137,13
138,makeExpandedInvisible: mExpandedVisible= false,Event138,1
139,acquire lock= <*> flags= <*> tag= <*> name= <*> ws= <*> uid= <*> pid= <*>,Event139,21
140,"ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140,199
141,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",Event141,33
142,onNotificationClick called,Event142,2
143,"cancelNotification, index: <*>",Event143,23
144,applyOptionsLocked: Unknown animationType= <*>,Event144,2
145,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145,118
146,"Skipping, withExcluded: false, tr.intent: Intent { act= com.android.contacts.action.CHOOSE_SUB dat= tel: xxxxxxxxxxx flg= <*> cmp= com.android.contacts/.ChooseSubActivity ( has extras) }",Event146,7
147,"Skipping, withExcluded: false, tr.intent: Intent { act= android.intent.action.VIEW dat= file: ///storage/emulated/0/Tencent/QQfile_recv/b.apk typ= application/vnd.android.package-archive flg= <*> cmp= com.android.packageinstaller/.PackageInstallerActivity ( has extras) }",Event147,7
148,"Skipping, withExcluded: false, tr.intent: Intent { flg= <*> cmp= com.android.systemui/.recents.RecentsActivity bnds= <*> <*> <*> }",Event148,14
149,"Skipping, withExcluded: false, tr.intent: Intent { act= android.intent.action.MAIN flg= <*> cmp= com.android.incallui/.InCallActivity ( has extras) }",Event149,14
150,"Skipping, withExcluded: false, tr.intent: Intent { flg= <*> cmp= <*> ( has extras) }",Event150,21
151,getRecentTasks: num= <*> flags= <*> totalTasks= <*>,Event151,14
152,getRecentTasks: topActivity= <*>,Event152,14
153,mHeadsUpExistenceChangedRunnable,Event153,4
154,updateClipping isOverlap: <*> getTopPadding= <*> Translation= <*>,Event154,65
155,updateDimmedActivatedHideSensitive overlap: false,Event155,52
156,HBM brightnessIn = <*>,Event156,85
157,HBM brightnessOut = <*>,Event157,85
158,Animating brightness: target= <*> rate= <*>,Event158,85
